time	zmp_ref_y	zmp_y	COM_y
3.0180	0.0500	0.0512	0.0263
3.0190	0.0500	0.0514	0.0265
3.0200	0.0500	0.0515	0.0266
3.0210	0.0500	0.0515	0.0267
3.0220	0.0500	0.0515	0.0269
3.0230	0.0500	0.0515	0.0270
3.0240	0.0500	0.0514	0.0272
3.0250	0.0500	0.0514	0.0273
3.0260	0.0500	0.0513	0.0274
3.0270	0.0500	0.0512	0.0276
3.0280	0.0500	0.0511	0.0277
3.0290	0.0500	0.0510	0.0278
3.0300	0.0500	0.0509	0.0280
3.0310	0.0500	0.0508	0.0281
3.0320	0.0500	0.0507	0.0282
3.0330	0.0500	0.0506	0.0283
3.0340	0.0500	0.0505	0.0285
3.0350	0.0500	0.0504	0.0286
3.0360	0.0500	0.0503	0.0287
3.0370	0.0500	0.0502	0.0288
3.0380	0.0500	0.0501	0.0289
3.0390	0.0500	0.0501	0.0291
3.0400	0.0500	0.0500	0.0292
3.0410	0.0500	0.0500	0.0293
3.0420	0.0500	0.0499	0.0294
3.0430	0.0500	0.0499	0.0295
3.0440	0.0500	0.0499	0.0297
3.0450	0.0500	0.0499	0.0298
3.0460	0.0500	0.0498	0.0299
3.0470	0.0500	0.0498	0.0300
3.0480	0.0500	0.0498	0.0301
3.0490	0.0500	0.0498	0.0302
3.0500	0.0500	0.0498	0.0303
3.0510	0.0500	0.0498	0.0304
3.0520	0.0500	0.0498	0.0305
3.0530	0.0500	0.0498	0.0306
3.0540	0.0500	0.0498	0.0307
3.0550	0.0500	0.0498	0.0308
3.0560	0.0500	0.0498	0.0309
3.0570	0.0500	0.0498	0.0311
3.0580	0.0500	0.0498	0.0312
3.0590	0.0500	0.0498	0.0313
3.0600	0.0500	0.0498	0.0314
3.0610	0.0500	0.0498	0.0315
3.0620	0.0500	0.0498	0.0315
3.0630	0.0500	0.0498	0.0316
3.0640	0.0500	0.0498	0.0317
3.0650	0.0500	0.0498	0.0318
3.0660	0.0500	0.0499	0.0319
3.0670	0.0500	0.0499	0.0320
3.0680	0.0500	0.0499	0.0321
3.0690	0.0500	0.0499	0.0322
3.0700	0.0500	0.0499	0.0323
3.0710	0.0500	0.0499	0.0324
3.0720	0.0500	0.0499	0.0325
3.0730	0.0500	0.0499	0.0326
3.0740	0.0500	0.0499	0.0326
3.0750	0.0500	0.0499	0.0327
3.0760	0.0500	0.0499	0.0328
3.0770	0.0500	0.0499	0.0329
3.0780	0.0500	0.0499	0.0330
3.0790	0.0500	0.0499	0.0331
3.0800	0.0500	0.0499	0.0332
3.0810	0.0500	0.0499	0.0332
3.0820	0.0500	0.0499	0.0333
3.0830	0.0500	0.0499	0.0334
3.0840	0.0500	0.0499	0.0335
3.0850	0.0500	0.0499	0.0336
3.0860	0.0500	0.0499	0.0336
3.0870	0.0500	0.0499	0.0337
3.0880	0.0500	0.0499	0.0338
3.0890	0.0500	0.0499	0.0339
3.0900	0.0500	0.0499	0.0339
3.0910	0.0500	0.0499	0.0340
3.0920	0.0500	0.0499	0.0341
3.0930	0.0500	0.0499	0.0341
3.0940	0.0500	0.0499	0.0342
3.0950	0.0500	0.0499	0.0343
3.0960	0.0500	0.0499	0.0344
3.0970	0.0500	0.0499	0.0344
3.0980	0.0500	0.0499	0.0345
3.0990	0.0500	0.0499	0.0346
3.1000	0.0500	0.0499	0.0346
3.1010	0.0500	0.0499	0.0347
3.1020	0.0500	0.0499	0.0348
3.1030	0.0500	0.0499	0.0348
3.1040	0.0500	0.0499	0.0349
3.1050	0.0500	0.0499	0.0349
3.1060	0.0500	0.0499	0.0350
3.1070	0.0500	0.0499	0.0351
3.1080	0.0500	0.0499	0.0351
3.1090	0.0500	0.0499	0.0352
3.1100	0.0500	0.0499	0.0352
3.1110	0.0500	0.0499	0.0353
3.1120	0.0500	0.0499	0.0354
3.1130	0.0500	0.0499	0.0354
3.1140	0.0500	0.0499	0.0355
3.1150	0.0500	0.0499	0.0355
3.1160	0.0500	0.0499	0.0356
3.1170	0.0500	0.0499	0.0356
3.1180	0.0500	0.0499	0.0357
3.1190	0.0500	0.0499	0.0357
3.1200	0.0500	0.0499	0.0358
3.1210	0.0500	0.0499	0.0359
3.1220	0.0500	0.0499	0.0359
3.1230	0.0500	0.0499	0.0360
3.1240	0.0500	0.0499	0.0360
3.1250	0.0500	0.0499	0.0360
3.1260	0.0500	0.0499	0.0361
3.1270	0.0500	0.0499	0.0361
3.1280	0.0500	0.0499	0.0362
3.1290	0.0500	0.0499	0.0362
3.1300	0.0500	0.0499	0.0363
3.1310	0.0500	0.0499	0.0363
3.1320	0.0500	0.0499	0.0364
3.1330	0.0500	0.0499	0.0364
3.1340	0.0500	0.0499	0.0365
3.1350	0.0500	0.0499	0.0365
3.1360	0.0500	0.0499	0.0365
3.1370	0.0500	0.0499	0.0366
3.1380	0.0500	0.0499	0.0366
3.1390	0.0500	0.0499	0.0367
3.1400	0.0500	0.0499	0.0367
3.1410	0.0500	0.0499	0.0367
3.1420	0.0500	0.0499	0.0368
3.1430	0.0500	0.0499	0.0368
3.1440	0.0500	0.0499	0.0368
3.1450	0.0500	0.0499	0.0369
3.1460	0.0500	0.0499	0.0369
3.1470	0.0500	0.0499	0.0369
3.1480	0.0500	0.0499	0.0370
3.1490	0.0500	0.0499	0.0370
3.1500	0.0500	0.0499	0.0370
3.1510	0.0500	0.0499	0.0371
3.1520	0.0500	0.0499	0.0371
3.1530	0.0500	0.0499	0.0371
3.1540	0.0500	0.0499	0.0372
3.1550	0.0500	0.0499	0.0372
3.1560	0.0500	0.0499	0.0372
3.1570	0.0500	0.0499	0.0373
3.1580	0.0500	0.0499	0.0373
3.1590	0.0500	0.0499	0.0373
3.1600	0.0500	0.0499	0.0373
3.1610	0.0500	0.0499	0.0374
3.1620	0.0500	0.0499	0.0374
3.1630	0.0500	0.0499	0.0374
3.1640	0.0500	0.0499	0.0374
3.1650	0.0500	0.0499	0.0375
3.1660	0.0500	0.0499	0.0375
3.1670	0.0500	0.0499	0.0375
3.1680	0.0500	0.0499	0.0375
3.1690	0.0500	0.0499	0.0375
3.1700	0.0500	0.0499	0.0376
3.1710	0.0500	0.0499	0.0376
3.1720	0.0500	0.0499	0.0376
3.1730	0.0500	0.0499	0.0376
3.1740	0.0500	0.0499	0.0376
3.1750	0.0500	0.0499	0.0376
3.1760	0.0500	0.0499	0.0377
3.1770	0.0500	0.0499	0.0377
3.1780	0.0500	0.0499	0.0377
3.1790	0.0500	0.0499	0.0377
3.1800	0.0500	0.0499	0.0377
3.1810	0.0500	0.0499	0.0377
3.1820	0.0500	0.0499	0.0377
3.1830	0.0500	0.0499	0.0378
3.1840	0.0500	0.0499	0.0378
3.1850	0.0500	0.0499	0.0378
3.1860	0.0500	0.0499	0.0378
3.1870	0.0500	0.0499	0.0378
3.1880	0.0500	0.0499	0.0378
3.1890	0.0500	0.0499	0.0378
3.1900	0.0500	0.0499	0.0378
3.1910	0.0500	0.0499	0.0378
3.1920	0.0500	0.0499	0.0378
3.1930	0.0500	0.0499	0.0378
3.1940	0.0500	0.0499	0.0378
3.1950	0.0500	0.0499	0.0379
3.1960	0.0500	0.0499	0.0379
3.1970	0.0500	0.0499	0.0379
3.1980	0.0500	0.0499	0.0379
3.1990	0.0500	0.0500	0.0379
3.2000	0.0500	0.0500	0.0379
3.2010	0.0500	0.0500	0.0379
3.2020	0.0500	0.0500	0.0379
3.2030	0.0500	0.0500	0.0379
3.2040	0.0500	0.0500	0.0379
3.2050	0.0500	0.0500	0.0379
3.2060	0.0500	0.0500	0.0379
3.2070	0.0500	0.0500	0.0379
3.2080	0.0500	0.0500	0.0379
3.2090	0.0500	0.0500	0.0379
3.2100	0.0500	0.0500	0.0379
3.2110	0.0500	0.0500	0.0378
3.2120	0.0500	0.0500	0.0378
3.2130	0.0500	0.0500	0.0378
3.2140	0.0500	0.0500	0.0378
3.2150	0.0500	0.0500	0.0378
3.2160	0.0500	0.0500	0.0378
3.2170	0.0500	0.0500	0.0378
3.2180	0.0500	0.0500	0.0378
3.2190	0.0500	0.0500	0.0378
3.2200	0.0500	0.0500	0.0378
3.2210	0.0500	0.0500	0.0378
3.2220	0.0500	0.0500	0.0378
3.2230	0.0500	0.0500	0.0377
3.2240	0.0500	0.0500	0.0377
3.2250	0.0500	0.0500	0.0377
3.2260	0.0500	0.0500	0.0377
3.2270	0.0500	0.0500	0.0377
3.2280	0.0500	0.0500	0.0377
3.2290	0.0500	0.0500	0.0377
3.2300	0.0500	0.0500	0.0376
3.2310	0.0500	0.0500	0.0376
3.2320	0.0500	0.0500	0.0376
3.2330	0.0500	0.0500	0.0376
3.2340	0.0500	0.0500	0.0376
3.2350	0.0500	0.0500	0.0376
3.2360	0.0500	0.0500	0.0375
3.2370	0.0500	0.0500	0.0375
3.2380	0.0500	0.0500	0.0375
3.2390	0.0500	0.0500	0.0375
3.2400	0.0500	0.0500	0.0374
3.2410	0.0500	0.0500	0.0374
3.2420	0.0500	0.0500	0.0374
3.2430	0.0500	0.0500	0.0374
3.2440	0.0500	0.0500	0.0374
3.2450	0.0500	0.0500	0.0373
3.2460	0.0500	0.0500	0.0373
3.2470	0.0500	0.0500	0.0373
3.2480	0.0500	0.0500	0.0372
3.2490	0.0500	0.0500	0.0372
3.2500	0.0500	0.0500	0.0372
3.2510	0.0500	0.0500	0.0372
3.2520	0.0500	0.0500	0.0371
3.2530	0.0500	0.0500	0.0371
3.2540	0.0500	0.0500	0.0371
3.2550	0.0500	0.0500	0.0370
3.2560	0.0500	0.0500	0.0370
3.2570	0.0500	0.0500	0.0370
3.2580	0.0500	0.0500	0.0369
3.2590	0.0500	0.0500	0.0369
3.2600	0.0500	0.0500	0.0369
3.2610	0.0500	0.0500	0.0368
3.2620	0.0500	0.0500	0.0368
3.2630	0.0500	0.0500	0.0368
3.2640	0.0500	0.0500	0.0367
3.2650	0.0500	0.0500	0.0367
3.2660	0.0500	0.0500	0.0366
3.2670	0.0500	0.0500	0.0366
3.2680	0.0500	0.0500	0.0366
3.2690	0.0500	0.0500	0.0365
3.2700	0.0500	0.0500	0.0365
3.2710	0.0500	0.0500	0.0364
3.2720	0.0500	0.0500	0.0364
3.2730	0.0500	0.0500	0.0364
3.2740	0.0500	0.0500	0.0363
3.2750	0.0500	0.0500	0.0363
3.2760	0.0500	0.0500	0.0362
3.2770	0.0500	0.0500	0.0362
3.2780	0.0500	0.0500	0.0361
3.2790	0.0500	0.0500	0.0361
3.2800	0.0500	0.0500	0.0360
3.2810	0.0500	0.0500	0.0360
3.2820	0.0500	0.0500	0.0359
3.2830	0.0500	0.0500	0.0359
3.2840	0.0500	0.0500	0.0358
3.2850	0.0500	0.0500	0.0358
3.2860	0.0500	0.0500	0.0357
3.2870	0.0500	0.0500	0.0357
3.2880	0.0500	0.0500	0.0356
3.2890	0.0500	0.0500	0.0356
3.2900	0.0500	0.0500	0.0355
3.2910	0.0500	0.0500	0.0355
3.2920	0.0500	0.0500	0.0354
3.2930	0.0500	0.0500	0.0354
3.2940	0.0500	0.0500	0.0353
3.2950	0.0500	0.0500	0.0352
3.2960	0.0500	0.0500	0.0352
3.2970	0.0500	0.0500	0.0351
3.2980	0.0500	0.0500	0.0351
3.2990	0.0500	0.0500	0.0350
3.3000	0.0500	0.0500	0.0349
3.3010	0.0500	0.0500	0.0349
3.3020	0.0500	0.0500	0.0348
3.3030	0.0500	0.0500	0.0347
3.3040	0.0500	0.0500	0.0347
3.3050	0.0500	0.0500	0.0346
3.3060	0.0500	0.0500	0.0345
3.3070	0.0500	0.0500	0.0345
3.3080	0.0500	0.0500	0.0344
3.3090	0.0500	0.0500	0.0343
3.3100	0.0500	0.0500	0.0343
3.3110	0.0500	0.0500	0.0342
3.3120	0.0500	0.0500	0.0341
3.3130	0.0500	0.0500	0.0341
3.3140	0.0500	0.0500	0.0340
3.3150	0.0500	0.0500	0.0339
3.3160	0.0500	0.0500	0.0338
3.3170	0.0500	0.0500	0.0338
3.3180	0.0500	0.0500	0.0337
3.3190	0.0500	0.0500	0.0336
3.3200	0.0500	0.0500	0.0335
3.3210	0.0500	0.0500	0.0335
3.3220	0.0500	0.0500	0.0334
3.3230	0.0500	0.0500	0.0333
3.3240	0.0500	0.0500	0.0332
3.3250	0.0500	0.0500	0.0331
3.3260	0.0500	0.0500	0.0330
3.3270	0.0500	0.0500	0.0330
3.3280	0.0500	0.0500	0.0329
3.3290	0.0500	0.0500	0.0328
3.3300	0.0500	0.0500	0.0327
3.3310	0.0500	0.0500	0.0326
3.3320	0.0500	0.0500	0.0325
3.3330	0.0500	0.0500	0.0324
3.3340	0.0500	0.0500	0.0324
3.3350	0.0500	0.0500	0.0323
3.3360	0.0500	0.0500	0.0322
3.3370	0.0500	0.0500	0.0321
3.3380	0.0500	0.0500	0.0320
3.3390	0.0500	0.0500	0.0319
3.3400	0.0500	0.0500	0.0318
3.3410	0.0500	0.0500	0.0317
3.3420	0.0500	0.0500	0.0316
3.3430	0.0500	0.0500	0.0315
3.3440	0.0500	0.0500	0.0314
3.3450	0.0500	0.0500	0.0313
3.3460	0.0500	0.0500	0.0312
3.3470	0.0500	0.0500	0.0311
3.3480	0.0500	0.0500	0.0310
3.3490	0.0500	0.0500	0.0309
3.3500	0.0500	0.0500	0.0308
3.3510	0.0500	0.0500	0.0307
3.3520	0.0500	0.0500	0.0306
3.3530	0.0500	0.0500	0.0305
3.3540	0.0500	0.0500	0.0304
3.3550	0.0500	0.0500	0.0303
3.3560	0.0500	0.0500	0.0302
3.3570	0.0500	0.0500	0.0301
3.3580	0.0500	0.0500	0.0299
3.3590	0.0500	0.0500	0.0298
3.3600	0.0500	0.0500	0.0297
3.3610	0.0500	0.0500	0.0296
3.3620	0.0500	0.0500	0.0295
3.3630	0.0500	0.0500	0.0294
3.3640	0.0500	0.0500	0.0293
3.3650	0.0500	0.0500	0.0291
3.3660	0.0500	0.0500	0.0290
3.3670	0.0500	0.0500	0.0289
3.3680	0.0500	0.0500	0.0288
3.3690	0.0500	0.0500	0.0287
3.3700	0.0500	0.0500	0.0285
3.3710	0.0500	0.0500	0.0284
3.3720	0.0500	0.0500	0.0283
3.3730	0.0500	0.0500	0.0282
3.3740	0.0500	0.0500	0.0280
3.3750	0.0500	0.0500	0.0279
3.3760	0.0500	0.0500	0.0278
3.3770	0.0500	0.0500	0.0276
3.3780	0.0500	0.0500	0.0275
3.3790	0.0500	0.0500	0.0274
3.3800	0.0500	0.0500	0.0272
3.3810	0.0500	0.0500	0.0271
3.3820	0.0500	0.0500	0.0270
3.3830	0.0500	0.0500	0.0268
3.3840	0.0500	0.0500	0.0267
3.3850	0.0500	0.0500	0.0266
3.3860	0.0500	0.0500	0.0264
3.3870	0.0500	0.0500	0.0263
3.3880	0.0500	0.0500	0.0261
3.3890	0.0500	0.0500	0.0260
3.3900	0.0500	0.0500	0.0258
3.3910	0.0500	0.0500	0.0257
3.3920	0.0500	0.0500	0.0255
3.3930	0.0500	0.0500	0.0254
3.3940	0.0500	0.0500	0.0252
3.3950	0.0500	0.0500	0.0251
3.3960	0.0500	0.0500	0.0249
3.3970	0.0500	0.0500	0.0248
3.3980	0.0500	0.0500	0.0246
3.3990	0.0500	0.0500	0.0245
3.4000	0.0500	0.0500	0.0243
3.4010	0.0500	0.0500	0.0242
3.4020	0.0500	0.0500	0.0240
3.4030	0.0500	0.0500	0.0238
3.4040	0.0500	0.0500	0.0237
3.4050	0.0500	0.0500	0.0235
3.4060	0.0500	0.0500	0.0233
3.4070	0.0500	0.0500	0.0232
3.4080	0.0500	0.0500	0.0230
3.4090	0.0500	0.0500	0.0228
3.4100	0.0500	0.0500	0.0227
3.4110	0.0500	0.0500	0.0225
3.4120	0.0500	0.0500	0.0223
3.4130	0.0500	0.0500	0.0221
3.4140	0.0500	0.0500	0.0220
3.4150	0.0500	0.0500	0.0218
3.4160	0.0500	0.0500	0.0216
3.4170	0.0500	0.0500	0.0214
3.4180	0.0500	0.0500	0.0212
3.4190	0.0500	0.0500	0.0211
3.4200	0.0500	0.0500	0.0209
3.4210	0.0500	0.0500	0.0207
3.4220	0.0500	0.0500	0.0205
3.4230	0.0500	0.0500	0.0203
3.4240	0.0500	0.0500	0.0201
3.4250	0.0500	0.0500	0.0199
3.4260	0.0500	0.0500	0.0197
3.4270	0.0500	0.0500	0.0195
3.4280	0.0500	0.0500	0.0193
3.4290	0.0500	0.0500	0.0192
3.4300	0.0500	0.0499	0.0190
3.4310	0.0500	0.0499	0.0188
3.4320	0.0500	0.0499	0.0185
3.4330	0.0500	0.0499	0.0183
3.4340	0.0500	0.0499	0.0181
3.4350	0.0500	0.0499	0.0179
3.4360	0.0500	0.0499	0.0177
3.4370	0.0500	0.0499	0.0175
3.4380	0.0500	0.0499	0.0173
3.4390	0.0500	0.0499	0.0171
3.4400	0.0500	0.0499	0.0169
3.4410	0.0500	0.0499	0.0167
3.4420	0.0500	0.0499	0.0164
3.4430	0.0500	0.0498	0.0162
3.4440	0.0500	0.0498	0.0160
3.4450	0.0500	0.0498	0.0158
3.4460	0.0500	0.0499	0.0156
3.4470	0.0500	0.0499	0.0153
3.4480	0.0500	0.0499	0.0151
3.4490	0.0500	0.0499	0.0149
3.4500	0.0500	0.0499	0.0146
3.4510	0.0500	0.0500	0.0144
3.4520	0.0500	0.0500	0.0142
3.4530	0.0500	0.0500	0.0139
3.4540	0.0500	0.0501	0.0137
3.4550	0.0500	0.0502	0.0135
3.4560	0.0500	0.0503	0.0132
3.4570	0.0500	0.0504	0.0130
3.4580	0.0500	0.0505	0.0127
3.4590	0.0500	0.0506	0.0125
3.4600	0.0500	0.0507	0.0122
3.4610	0.0500	0.0509	0.0120
3.4620	0.0500	0.0511	0.0117
3.4630	0.0500	0.0512	0.0115
3.4640	0.0500	0.0514	0.0112
3.4650	0.0500	0.0516	0.0109
3.4660	0.0500	0.0519	0.0107
3.4670	0.0500	0.0521	0.0104
3.4680	0.0500	0.0523	0.0102
3.4690	0.0500	0.0525	0.0099
3.4700	0.0500	0.0527	0.0096
3.4710	0.0500	0.0529	0.0093
3.4720	0.0500	0.0531	0.0091
3.4730	0.0500	0.0532	0.0088
3.4740	0.0500	0.0533	0.0085
3.4750	0.0500	0.0534	0.0082
3.4760	0.0500	0.0533	0.0080
3.4770	0.0500	0.0532	0.0077
3.4780	0.0500	0.0530	0.0074
3.4790	0.0500	0.0527	0.0071
3.4800	0.0500	0.0523	0.0068
3.4810	0.0500	0.0517	0.0065
3.4820	0.0500	0.0509	0.0062
3.4830	0.0500	0.0500	0.0059
3.4840	0.0500	0.0488	0.0056
3.4850	0.0500	0.0474	0.0053
3.4860	0.0500	0.0458	0.0050
3.4870	0.0500	0.0438	0.0047
3.4880	0.0500	0.0416	0.0044
3.4890	0.0500	0.0391	0.0041
3.4900	0.0500	0.0362	0.0038
3.4910	0.0500	0.0330	0.0035
3.4920	0.0500	0.0295	0.0031
3.4930	0.0500	0.0257	0.0028
3.4940	0.0500	0.0215	0.0025
3.4950	0.0500	0.0171	0.0022
3.4960	0.0500	0.0124	0.0019
3.4970	0.0500	0.0075	0.0015
3.4980	0.0500	0.0025	0.0012
3.4990	0.0500	-0.0025	0.0009
3.5000	-0.0500	-0.0076	0.0006
3.5010	-0.0500	-0.0124	0.0003
3.5020	-0.0500	-0.0171	-0.0001
3.5030	-0.0500	-0.0215	-0.0004
3.5040	-0.0500	-0.0257	-0.0007
3.5050	-0.0500	-0.0295	-0.0010
3.5060	-0.0500	-0.0330	-0.0013
3.5070	-0.0500	-0.0362	-0.0017
3.5080	-0.0500	-0.0390	-0.0020
3.5090	-0.0500	-0.0415	-0.0023
3.5100	-0.0500	-0.0437	-0.0026
3.5110	-0.0500	-0.0457	-0.0029
3.5120	-0.0500	-0.0473	-0.0032
3.5130	-0.0500	-0.0487	-0.0035
3.5140	-0.0500	-0.0499	-0.0038
3.5150	-0.0500	-0.0508	-0.0041
3.5160	-0.0500	-0.0516	-0.0044
3.5170	-0.0500	-0.0521	-0.0047
3.5180	-0.0500	-0.0526	-0.0050
3.5190	-0.0500	-0.0529	-0.0053
3.5200	-0.0500	-0.0531	-0.0056
3.5210	-0.0500	-0.0532	-0.0059
3.5220	-0.0500	-0.0532	-0.0062
3.5230	-0.0500	-0.0532	-0.0065
3.5240	-0.0500	-0.0531	-0.0067
3.5250	-0.0500	-0.0529	-0.0070
3.5260	-0.0500	-0.0527	-0.0073
3.5270	-0.0500	-0.0525	-0.0076
3.5280	-0.0500	-0.0523	-0.0078
3.5290	-0.0500	-0.0521	-0.0081
3.5300	-0.0500	-0.0519	-0.0084
3.5310	-0.0500	-0.0517	-0.0086
3.5320	-0.0500	-0.0515	-0.0089
3.5330	-0.0500	-0.0513	-0.0092
3.5340	-0.0500	-0.0511	-0.0094
3.5350	-0.0500	-0.0509	-0.0097
3.5360	-0.0500	-0.0507	-0.0099
3.5370	-0.0500	-0.0506	-0.0102
3.5380	-0.0500	-0.0505	-0.0104
3.5390	-0.0500	-0.0503	-0.0107
3.5400	-0.0500	-0.0502	-0.0109
3.5410	-0.0500	-0.0501	-0.0112
3.5420	-0.0500	-0.0500	-0.0114
3.5430	-0.0500	-0.0500	-0.0117
3.5440	-0.0500	-0.0499	-0.0119
3.5450	-0.0500	-0.0499	-0.0121
3.5460	-0.0500	-0.0498	-0.0124
3.5470	-0.0500	-0.0498	-0.0126
3.5480	-0.0500	-0.0498	-0.0128
3.5490	-0.0500	-0.0497	-0.0131
3.5500	-0.0500	-0.0497	-0.0133
3.5510	-0.0500	-0.0497	-0.0135
3.5520	-0.0500	-0.0497	-0.0137
3.5530	-0.0500	-0.0497	-0.0140
3.5540	-0.0500	-0.0497	-0.0142
3.5550	-0.0500	-0.0497	-0.0144
3.5560	-0.0500	-0.0497	-0.0146
3.5570	-0.0500	-0.0497	-0.0148
3.5580	-0.0500	-0.0497	-0.0151
3.5590	-0.0500	-0.0498	-0.0153
3.5600	-0.0500	-0.0498	-0.0155
3.5610	-0.0500	-0.0498	-0.0157
3.5620	-0.0500	-0.0498	-0.0159
3.5630	-0.0500	-0.0498	-0.0161
3.5640	-0.0500	-0.0498	-0.0163
3.5650	-0.0500	-0.0498	-0.0165
3.5660	-0.0500	-0.0498	-0.0167
3.5670	-0.0500	-0.0498	-0.0169
3.5680	-0.0500	-0.0498	-0.0171
3.5690	-0.0500	-0.0498	-0.0173
3.5700	-0.0500	-0.0499	-0.0175
3.5710	-0.0500	-0.0499	-0.0177
3.5720	-0.0500	-0.0499	-0.0179
3.5730	-0.0500	-0.0499	-0.0181
3.5740	-0.0500	-0.0499	-0.0183
3.5750	-0.0500	-0.0499	-0.0184
3.5760	-0.0500	-0.0499	-0.0186
3.5770	-0.0500	-0.0499	-0.0188
3.5780	-0.0500	-0.0499	-0.0190
3.5790	-0.0500	-0.0499	-0.0192
3.5800	-0.0500	-0.0499	-0.0194
3.5810	-0.0500	-0.0499	-0.0195
3.5820	-0.0500	-0.0499	-0.0197
3.5830	-0.0500	-0.0499	-0.0199
3.5840	-0.0500	-0.0499	-0.0201
3.5850	-0.0500	-0.0499	-0.0202
3.5860	-0.0500	-0.0499	-0.0204
3.5870	-0.0500	-0.0499	-0.0206
3.5880	-0.0500	-0.0499	-0.0207
3.5890	-0.0500	-0.0499	-0.0209
3.5900	-0.0500	-0.0499	-0.0211
3.5910	-0.0500	-0.0499	-0.0212
3.5920	-0.0500	-0.0499	-0.0214
3.5930	-0.0500	-0.0499	-0.0216
3.5940	-0.0500	-0.0499	-0.0217
3.5950	-0.0500	-0.0499	-0.0219
3.5960	-0.0500	-0.0499	-0.0220
3.5970	-0.0500	-0.0499	-0.0222
3.5980	-0.0500	-0.0499	-0.0223
3.5990	-0.0500	-0.0499	-0.0225
3.6000	-0.0500	-0.0499	-0.0226
3.6010	-0.0500	-0.0499	-0.0228
3.6020	-0.0500	-0.0499	-0.0229
3.6030	-0.0500	-0.0499	-0.0231
3.6040	-0.0500	-0.0499	-0.0232
3.6050	-0.0500	-0.0499	-0.0234
3.6060	-0.0500	-0.0499	-0.0235
3.6070	-0.0500	-0.0499	-0.0236
3.6080	-0.0500	-0.0499	-0.0238
3.6090	-0.0500	-0.0499	-0.0239
3.6100	-0.0500	-0.0499	-0.0241
3.6110	-0.0500	-0.0499	-0.0242
3.6120	-0.0500	-0.0499	-0.0243
3.6130	-0.0500	-0.0499	-0.0245
3.6140	-0.0500	-0.0499	-0.0246
3.6150	-0.0500	-0.0499	-0.0247
3.6160	-0.0500	-0.0499	-0.0249
3.6170	-0.0500	-0.0499	-0.0250
3.6180	-0.0500	-0.0499	-0.0251
3.6190	-0.0500	-0.0499	-0.0252
3.6200	-0.0500	-0.0499	-0.0254
3.6210	-0.0500	-0.0499	-0.0255
3.6220	-0.0500	-0.0499	-0.0256
3.6230	-0.0500	-0.0499	-0.0257
3.6240	-0.0500	-0.0499	-0.0259
3.6250	-0.0500	-0.0499	-0.0260
3.6260	-0.0500	-0.0499	-0.0261
3.6270	-0.0500	-0.0499	-0.0262
3.6280	-0.0500	-0.0499	-0.0263
3.6290	-0.0500	-0.0499	-0.0264
3.6300	-0.0500	-0.0499	-0.0266
3.6310	-0.0500	-0.0499	-0.0267
3.6320	-0.0500	-0.0499	-0.0268
3.6330	-0.0500	-0.0499	-0.0269
3.6340	-0.0500	-0.0499	-0.0270
3.6350	-0.0500	-0.0499	-0.0271
3.6360	-0.0500	-0.0499	-0.0272
3.6370	-0.0500	-0.0499	-0.0273
3.6380	-0.0500	-0.0499	-0.0274
3.6390	-0.0500	-0.0499	-0.0275
3.6400	-0.0500	-0.0499	-0.0276
3.6410	-0.0500	-0.0499	-0.0277
3.6420	-0.0500	-0.0499	-0.0278
3.6430	-0.0500	-0.0499	-0.0279
3.6440	-0.0500	-0.0499	-0.0280
3.6450	-0.0500	-0.0499	-0.0281
3.6460	-0.0500	-0.0499	-0.0282
3.6470	-0.0500	-0.0499	-0.0283
3.6480	-0.0500	-0.0499	-0.0284
3.6490	-0.0500	-0.0499	-0.0285
3.6500	-0.0500	-0.0499	-0.0286
3.6510	-0.0500	-0.0499	-0.0287
3.6520	-0.0500	-0.0499	-0.0288
3.6530	-0.0500	-0.0499	-0.0289
3.6540	-0.0500	-0.0499	-0.0289
3.6550	-0.0500	-0.0499	-0.0290
3.6560	-0.0500	-0.0499	-0.0291
3.6570	-0.0500	-0.0499	-0.0292
3.6580	-0.0500	-0.0499	-0.0293
3.6590	-0.0500	-0.0499	-0.0294
3.6600	-0.0500	-0.0499	-0.0295
3.6610	-0.0500	-0.0499	-0.0295
3.6620	-0.0500	-0.0499	-0.0296
3.6630	-0.0500	-0.0499	-0.0297
3.6640	-0.0500	-0.0499	-0.0298
3.6650	-0.0500	-0.0499	-0.0298
3.6660	-0.0500	-0.0499	-0.0299
3.6670	-0.0500	-0.0499	-0.0300
3.6680	-0.0500	-0.0499	-0.0301
3.6690	-0.0500	-0.0499	-0.0301
3.6700	-0.0500	-0.0499	-0.0302
3.6710	-0.0500	-0.0499	-0.0303
3.6720	-0.0500	-0.0499	-0.0303
3.6730	-0.0500	-0.0499	-0.0304
3.6740	-0.0500	-0.0499	-0.0305
3.6750	-0.0500	-0.0499	-0.0306
3.6760	-0.0500	-0.0499	-0.0306
3.6770	-0.0500	-0.0499	-0.0307
3.6780	-0.0500	-0.0499	-0.0307
3.6790	-0.0500	-0.0499	-0.0308
3.6800	-0.0500	-0.0499	-0.0309
3.6810	-0.0500	-0.0499	-0.0309
3.6820	-0.0500	-0.0499	-0.0310
3.6830	-0.0500	-0.0499	-0.0310
3.6840	-0.0500	-0.0499	-0.0311
3.6850	-0.0500	-0.0499	-0.0312
3.6860	-0.0500	-0.0499	-0.0312
3.6870	-0.0500	-0.0499	-0.0313
